paper_id,fluid,channel_type,D_h_mm,G_kg_m2s,P_kPa,delta_T_sub_K,Ra_um,theta_deg,surface_cat,q_onb_W_m2,delta_T_onb_K,source_fig,digitize_date,notes
basu2002,R-11,tube_circular,9.5,-1.0,101.325,-1.0,-1,4.0,ss_rod,156770.29546071813,-1.0,fig11,2026-05-28,parity q''_ONB; y_raw=15.677 W/cm²→×10000; series=Past_theta04_R11-SS
basu2002,R-11,tube_circular,9.5,-1.0,101.325,-1.0,-1,4.0,ss_rod,163710.2369239178,-1.0,fig11,2026-05-28,parity q''_ONB; y_raw=16.371 W/cm²→×10000; series=Past_theta04_R11-SS
basu2002,R-11,tube_circular,9.5,-1.0,101.325,-1.0,-1,4.0,ss_rod,139105.26943265475,-1.0,fig11,2026-05-28,parity q''_ONB; y_raw=13.911 W/cm²→×10000; series=Past_theta04_R11-SS
basu2002,R-113,tube_circular,9.5,-1.0,101.325,-1.0,-1,5.0,ss_rod,10862.399201177519,-1.0,fig11,2026-05-28,parity q''_ONB; y_raw=1.086 W/cm²→×10000; series=Past_theta05_R113-SS
basu2002,R-113,tube_circular,9.5,-1.0,101.325,-1.0,-1,5.0,ss_rod,16588.64526053483,-1.0,fig11,2026-05-28,parity q''_ONB; y_raw=1.659 W/cm²→×10000; series=Past_theta05_R113-SS
basu2002,R-113,tube_circular,9.5,-1.0,101.325,-1.0,-1,5.0,ss_rod,19955.123024262113,-1.0,fig11,2026-05-28,parity q''_ONB; y_raw=1.996 W/cm²→×10000; series=Past_theta05_R113-SS
basu2002,R-113,tube_circular,9.5,-1.0,101.325,-1.0,-1,5.0,ss_rod,25626.620028793317,-1.0,fig11,2026-05-28,parity q''_ONB; y_raw=2.563 W/cm²→×10000; series=Past_theta05_R113-SS
basu2002,R-113,tube_circular,9.5,-1.0,101.325,-1.0,-1,5.0,ss_rod,26467.130571239213,-1.0,fig11,2026-05-28,parity q''_ONB; y_raw=2.647 W/cm²→×10000; series=Past_theta05_R113-SS
basu2002,R-113,tube_circular,9.5,-1.0,101.325,-1.0,-1,5.0,ss_rod,45513.28226374917,-1.0,fig11,2026-05-28,parity q''_ONB; y_raw=4.551 W/cm²→×10000; series=Past_theta05_R113-SS
basu2002,R-113,tube_circular,9.5,-1.0,101.325,-1.0,-1,5.0,ss_rod,57174.89760451673,-1.0,fig11,2026-05-28,parity q''_ONB; y_raw=5.717 W/cm²→×10000; series=Past_theta05_R113-SS
basu2002,R-113,tube_circular,9.5,-1.0,101.325,-1.0,-1,5.0,ss_rod,64428.62057893895,-1.0,fig11,2026-05-28,parity q''_ONB; y_raw=6.443 W/cm²→×10000; series=Past_theta05_R113-SS
basu2002,R-12,tube_circular,9.5,-1.0,101.325,-1.0,-1,6.0,copper_rod,2158.769640702877,-1.0,fig11,2026-05-28,parity q''_ONB; y_raw=0.216 W/cm²→×10000; series=Past_theta06_R12-Cu
basu2002,R-12,tube_circular,9.5,-1.0,101.325,-1.0,-1,6.0,copper_rod,2956.1217781927066,-1.0,fig11,2026-05-28,parity q''_ONB; y_raw=0.296 W/cm²→×10000; series=Past_theta06_R12-Cu
basu2002,R-12,tube_circular,9.5,-1.0,101.325,-1.0,-1,6.0,copper_rod,7847.266729561074,-1.0,fig11,2026-05-28,parity q''_ONB; y_raw=0.785 W/cm²→×10000; series=Past_theta06_R12-Cu
basu2002,R-12,tube_circular,9.5,-1.0,101.325,-1.0,-1,6.0,copper_rod,8941.769081486244,-1.0,fig11,2026-05-28,parity q''_ONB; y_raw=0.894 W/cm²→×10000; series=Past_theta06_R12-Cu
basu2002,R-12,tube_circular,9.5,-1.0,101.325,-1.0,-1,6.0,copper_rod,10983.624267025765,-1.0,fig11,2026-05-28,parity q''_ONB; y_raw=1.098 W/cm²→×10000; series=Past_theta06_R12-Cu
basu2002,R-12,tube_circular,9.5,-1.0,101.325,-1.0,-1,6.0,copper_rod,15885.853357777925,-1.0,fig11,2026-05-28,parity q''_ONB; y_raw=1.589 W/cm²→×10000; series=Past_theta06_R12-Cu
basu2002,water,tube_circular,9.5,-1.0,101.325,-1.0,-1,38.0,nickel_rod,2837020.4621607503,-1.0,fig11,2026-05-28,parity q''_ONB; y_raw=283.702 W/cm²→×10000; series=Past_theta38_water-Ni
basu2002,water,tube_circular,9.5,-1.0,101.325,-1.0,-1,38.0,nickel_rod,4284310.74355481,-1.0,fig11,2026-05-28,parity q''_ONB; y_raw=428.431 W/cm²→×10000; series=Past_theta38_water-Ni
basu2002,water,tube_circular,9.5,-1.0,101.325,-1.0,-1,38.0,nickel_rod,6130245.924373765,-1.0,fig11,2026-05-28,parity q''_ONB; y_raw=613.025 W/cm²→×10000; series=Past_theta38_water-Ni
basu2002,water,tube_circular,9.5,-1.0,101.325,-1.0,-1,38.0,ss_rod,10543650.931251992,-1.0,fig11,2026-05-28,parity q''_ONB; y_raw=1054.365 W/cm²→×10000; series=Past_theta38_water-SS
basu2002,water,tube_circular,9.5,-1.0,101.325,-1.0,-1,38.0,ss_rod,5381911.012182863,-1.0,fig11,2026-05-28,parity q''_ONB; y_raw=538.191 W/cm²→×10000; series=Past_theta38_water-SS
basu2002,water,tube_circular,9.5,-1.0,101.325,-1.0,-1,38.0,ss_rod,5681197.646506456,-1.0,fig11,2026-05-28,parity q''_ONB; y_raw=568.120 W/cm²→×10000; series=Past_theta38_water-SS
basu2002,water,tube_circular,9.5,-1.0,101.325,-1.0,-1,38.0,ss_rod,2235429.9701395137,-1.0,fig11,2026-05-28,parity q''_ONB; y_raw=223.543 W/cm²→×10000; series=Past_theta38_water-SS
basu2002,water,tube_circular,9.5,-1.0,101.325,-1.0,-1,38.0,ss_rod,9989015.832374644,-1.0,fig11,2026-05-28,parity q''_ONB; y_raw=998.902 W/cm²→×10000; series=Past_theta38_water-SS
basu2002,water,tube_circular,9.5,-1.0,101.325,-1.0,-1,30.0,copper_flat,582143.3732899667,-1.0,fig11,2026-05-28,parity q''_ONB; y_raw=58.214 W/cm²→×10000; series=Pres_theta30_water-Cu_flat
basu2002,water,tube_circular,9.5,-1.0,101.325,-1.0,-1,30.0,copper_flat,419977.9182198872,-1.0,fig11,2026-05-28,parity q''_ONB; y_raw=41.998 W/cm²→×10000; series=Pres_theta30_water-Cu_flat
basu2002,water,tube_circular,9.5,-1.0,101.325,-1.0,-1,30.0,copper_flat,393705.985231159,-1.0,fig11,2026-05-28,parity q''_ONB; y_raw=39.371 W/cm²→×10000; series=Pres_theta30_water-Cu_flat
basu2002,water,tube_circular,9.5,-1.0,101.325,-1.0,-1,30.0,copper_flat,500331.5431319474,-1.0,fig11,2026-05-28,parity q''_ONB; y_raw=50.033 W/cm²→×10000; series=Pres_theta30_water-Cu_flat
basu2002,water,tube_circular,9.5,-1.0,101.325,-1.0,-1,30.0,copper_flat,345859.32335543126,-1.0,fig11,2026-05-28,parity q''_ONB; y_raw=34.586 W/cm²→×10000; series=Pres_theta30_water-Cu_flat
basu2002,water,tube_circular,9.5,-1.0,101.325,-1.0,-1,30.0,copper_flat,317294.39234305604,-1.0,fig11,2026-05-28,parity q''_ONB; y_raw=31.729 W/cm²→×10000; series=Pres_theta30_water-Cu_flat
basu2002,water,tube_circular,9.5,-1.0,101.325,-1.0,-1,30.0,copper_flat,287844.9669077114,-1.0,fig11,2026-05-28,parity q''_ONB; y_raw=28.784 W/cm²→×10000; series=Pres_theta30_water-Cu_flat
basu2002,water,tube_circular,9.5,-1.0,101.325,-1.0,-1,30.0,copper_flat,244477.75856223548,-1.0,fig11,2026-05-28,parity q''_ONB; y_raw=24.448 W/cm²→×10000; series=Pres_theta30_water-Cu_flat
basu2002,water,tube_circular,9.5,-1.0,101.325,-1.0,-1,30.0,copper_flat,184226.9312230777,-1.0,fig11,2026-05-28,parity q''_ONB; y_raw=18.423 W/cm²→×10000; series=Pres_theta30_water-Cu_flat
basu2002,water,tube_circular,9.5,-1.0,101.325,-1.0,-1,30.0,copper_flat,51812.44236684961,-1.0,fig11,2026-05-28,parity q''_ONB; y_raw=5.181 W/cm²→×10000; series=Pres_theta30_water-Cu_flat
basu2002,water,tube_circular,9.5,-1.0,101.325,-1.0,-1,30.0,copper_flat,67210.17229191352,-1.0,fig11,2026-05-28,parity q''_ONB; y_raw=6.721 W/cm²→×10000; series=Pres_theta30_water-Cu_flat
basu2002,water,tube_circular,9.5,-1.0,101.325,-1.0,-1,30.0,copper_flat,103780.7247476348,-1.0,fig11,2026-05-28,parity q''_ONB; y_raw=10.378 W/cm²→×10000; series=Pres_theta30_water-Cu_flat
basu2002,water,tube_circular,9.5,-1.0,101.325,-1.0,-1,30.0,copper_flat,133204.78694633933,-1.0,fig11,2026-05-28,parity q''_ONB; y_raw=13.320 W/cm²→×10000; series=Pres_theta30_water-Cu_flat
basu2002,water,tube_circular,9.5,-1.0,101.325,-1.0,-1,30.0,copper_flat,199066.8585022321,-1.0,fig11,2026-05-28,parity q''_ONB; y_raw=19.907 W/cm²→×10000; series=Pres_theta30_water-Cu_flat
basu2002,water,tube_circular,9.5,-1.0,101.325,-1.0,-1,30.0,copper_flat,165372.48011315928,-1.0,fig11,2026-05-28,parity q''_ONB; y_raw=16.537 W/cm²→×10000; series=Pres_theta30_water-Cu_flat
basu2002,water,tube_circular,9.5,-1.0,101.325,-1.0,-1,30.0,copper_flat,108339.91417778844,-1.0,fig11,2026-05-28,parity q''_ONB; y_raw=10.834 W/cm²→×10000; series=Pres_theta30_water-Cu_flat
basu2002,water,tube_circular,9.5,-1.0,101.325,-1.0,-1,30.0,copper_flat,155065.0788785076,-1.0,fig11,2026-05-28,parity q''_ONB; y_raw=15.507 W/cm²→×10000; series=Pres_theta30_water-Cu_flat
basu2002,water,tube_circular,9.5,-1.0,101.325,-1.0,-1,30.0,copper_flat,128783.84509794945,-1.0,fig11,2026-05-28,parity q''_ONB; y_raw=12.878 W/cm²→×10000; series=Pres_theta30_water-Cu_flat
basu2002,water,tube_circular,9.5,-1.0,101.325,-1.0,-1,57.0,zr_rod,17697.50798094247,-1.0,fig11,2026-05-28,parity q''_ONB; y_raw=1.770 W/cm²→×10000; series=Pres_theta57_water-Zr_rod
basu2002,water,tube_circular,9.5,-1.0,101.325,-1.0,-1,57.0,zr_rod,22959.3621336717,-1.0,fig11,2026-05-28,parity q''_ONB; y_raw=2.296 W/cm²→×10000; series=Pres_theta57_water-Zr_rod
basu2002,water,tube_circular,9.5,-1.0,101.325,-1.0,-1,57.0,zr_rod,27038.606606671714,-1.0,fig11,2026-05-28,parity q''_ONB; y_raw=2.704 W/cm²→×10000; series=Pres_theta57_water-Zr_rod
basu2002,water,tube_circular,9.5,-1.0,101.325,-1.0,-1,57.0,zr_rod,34697.15972613336,-1.0,fig11,2026-05-28,parity q''_ONB; y_raw=3.470 W/cm²→×10000; series=Pres_theta57_water-Zr_rod
basu2002,water,tube_circular,9.5,-1.0,101.325,-1.0,-1,57.0,zr_rod,41738.55550306347,-1.0,fig11,2026-05-28,parity q''_ONB; y_raw=4.174 W/cm²→×10000; series=Pres_theta57_water-Zr_rod
basu2002,water,tube_circular,9.5,-1.0,101.325,-1.0,-1,57.0,zr_rod,41265.67214977484,-1.0,fig11,2026-05-28,parity q''_ONB; y_raw=4.127 W/cm²→×10000; series=Pres_theta57_water-Zr_rod
basu2002,water,tube_circular,9.5,-1.0,101.325,-1.0,-1,57.0,zr_rod,40361.98206271189,-1.0,fig11,2026-05-28,parity q''_ONB; y_raw=4.036 W/cm²→×10000; series=Pres_theta57_water-Zr_rod
basu2002,water,tube_circular,9.5,-1.0,101.325,-1.0,-1,57.0,zr_rod,54746.740490213546,-1.0,fig11,2026-05-28,parity q''_ONB; y_raw=5.475 W/cm²→×10000; series=Pres_theta57_water-Zr_rod
basu2002,water,tube_circular,9.5,-1.0,101.325,-1.0,-1,57.0,zr_rod,52968.22688531539,-1.0,fig11,2026-05-28,parity q''_ONB; y_raw=5.297 W/cm²→×10000; series=Pres_theta57_water-Zr_rod
basu2002,water,tube_circular,9.5,-1.0,101.325,-1.0,-1,57.0,zr_rod,63005.805666881664,-1.0,fig11,2026-05-28,parity q''_ONB; y_raw=6.301 W/cm²→×10000; series=Pres_theta57_water-Zr_rod
basu2002,water,tube_circular,9.5,-1.0,101.325,-1.0,-1,57.0,zr_rod,60958.98641220568,-1.0,fig11,2026-05-28,parity q''_ONB; y_raw=6.096 W/cm²→×10000; series=Pres_theta57_water-Zr_rod
basu2002,water,tube_circular,9.5,-1.0,101.325,-1.0,-1,57.0,zr_rod,65768.40192453399,-1.0,fig11,2026-05-28,parity q''_ONB; y_raw=6.577 W/cm²→×10000; series=Pres_theta57_water-Zr_rod
basu2002,water,tube_circular,9.5,-1.0,101.325,-1.0,-1,57.0,zr_rod,84435.60633646276,-1.0,fig11,2026-05-28,parity q''_ONB; y_raw=8.444 W/cm²→×10000; series=Pres_theta57_water-Zr_rod
basu2002,water,tube_circular,9.5,-1.0,101.325,-1.0,-1,57.0,zr_rod,103853.37682870546,-1.0,fig11,2026-05-28,parity q''_ONB; y_raw=10.385 W/cm²→×10000; series=Pres_theta57_water-Zr_rod
basu2002,water,tube_circular,9.5,-1.0,101.325,-1.0,-1,57.0,zr_rod,100482.2796916881,-1.0,fig11,2026-05-28,parity q''_ONB; y_raw=10.048 W/cm²→×10000; series=Pres_theta57_water-Zr_rod
basu2002,water,tube_circular,9.5,-1.0,101.325,-1.0,-1,57.0,zr_rod,100463.34960299538,-1.0,fig11,2026-05-28,parity q''_ONB; y_raw=10.046 W/cm²→×10000; series=Pres_theta57_water-Zr_rod
basu2002,water,tube_circular,9.5,-1.0,101.325,-1.0,-1,57.0,zr_rod,96145.00777559634,-1.0,fig11,2026-05-28,parity q''_ONB; y_raw=9.615 W/cm²→×10000; series=Pres_theta57_water-Zr_rod
basu2002,water,tube_circular,9.5,-1.0,101.325,-1.0,-1,57.0,zr_rod,148551.58312573133,-1.0,fig11,2026-05-28,parity q''_ONB; y_raw=14.855 W/cm²→×10000; series=Pres_theta57_water-Zr_rod
basu2002,water,tube_circular,9.5,-1.0,101.325,-1.0,-1,57.0,zr_rod,151775.43599448324,-1.0,fig11,2026-05-28,parity q''_ONB; y_raw=15.178 W/cm²→×10000; series=Pres_theta57_water-Zr_rod
basu2002,water,tube_circular,9.5,-1.0,101.325,-1.0,-1,82.5,copper_flat,30111.60558371667,-1.0,fig11,2026-05-28,parity q''_ONB; y_raw=3.011 W/cm²→×10000; series=Pres_theta80to85_water-Cu_flat
basu2002,water,tube_circular,9.5,-1.0,101.325,-1.0,-1,82.5,copper_flat,43080.83280232591,-1.0,fig11,2026-05-28,parity q''_ONB; y_raw=4.308 W/cm²→×10000; series=Pres_theta80to85_water-Cu_flat
basu2002,water,tube_circular,9.5,-1.0,101.325,-1.0,-1,82.5,copper_flat,109548.99450957848,-1.0,fig11,2026-05-28,parity q''_ONB; y_raw=10.955 W/cm²→×10000; series=Pres_theta80to85_water-Cu_flat
basu2002,water,tube_circular,9.5,-1.0,101.325,-1.0,-1,82.5,copper_flat,142047.63238760282,-1.0,fig11,2026-05-28,parity q''_ONB; y_raw=14.205 W/cm²→×10000; series=Pres_theta80to85_water-Cu_flat
basu2002,water,tube_circular,9.5,-1.0,101.325,-1.0,-1,82.5,copper_flat,258225.96361728897,-1.0,fig11,2026-05-28,parity q''_ONB; y_raw=25.823 W/cm²→×10000; series=Pres_theta80to85_water-Cu_flat
basu2002,water,tube_circular,9.5,-1.0,101.325,-1.0,-1,82.5,copper_flat,207789.68917293922,-1.0,fig11,2026-05-28,parity q''_ONB; y_raw=20.779 W/cm²→×10000; series=Pres_theta80to85_water-Cu_flat
basu2002,water,tube_circular,9.5,-1.0,101.325,-1.0,-1,82.5,copper_flat,199066.8585022321,-1.0,fig11,2026-05-28,parity q''_ONB; y_raw=19.907 W/cm²→×10000; series=Pres_theta80to85_water-Cu_flat
basu2002,water,tube_circular,9.5,-1.0,101.325,-1.0,-1,82.5,copper_flat,131766.53566527553,-1.0,fig11,2026-05-28,parity q''_ONB; y_raw=13.177 W/cm²→×10000; series=Pres_theta80to85_water-Cu_flat
kandlikar1991,water,tube_circular,12.1,0.0,220.0,2.2,-1,-1.0,ss_rod,491268.69030250097,12.585867057796978,fig5,2026-05-28,ONB extracted from boiling curve (threshold=1.20); series=pbSS_Tsub2p2; n_pts=11; pool boiling
kandlikar1991,water,tube_circular,12.1,1315.0,220.0,71.5,-1,-1.0,ss_rod,1839216.019422373,19.46600017068721,fig5,2026-05-28,ONB extracted from boiling curve (threshold=1.20); series=u1p37_Tsub103-40; n_pts=8; u=1.37m/s; ΔT_sub=103→40°C 축방향 변화 (평균 71.5K)
kandlikar1991,water,tube_circular,12.1,2541.0,220.0,84.5,-1,-1.0,ss_rod,3879661.762820727,23.450530525257378,fig5,2026-05-28,ONB extracted from boiling curve (threshold=1.20); series=u2p65_Tsub101-68; n_pts=14; u=2.65m/s; ΔT_sub=101→68°C 평균
kandlikar1991,water,tube_circular,12.1,4409.0,220.0,90.5,-1,-1.0,ss_rod,-1.0,-1.0,fig5,2026-05-28,ONB_NOT_FOUND: ONB below x_min=14.5K; curve fully in nucleate regime; n_pts=12; u=4.60m/s; ΔT_sub=109→72°C 평균
bergles1964,water,tube_circular,12.1,2920.0,-1.0,-1.0,-1,-1.0,ss_tube,3422010.2842945596,2.5962483970453523,fig7_v10ftsec,2026-05-28,v=10ft/s=3.05m/s; high-pressure; P unknown; direct ONB measurement
bergles1964,water,tube_circular,12.1,2920.0,-1.0,-1.0,-1,-1.0,ss_tube,4027701.593062682,2.9775810268351015,fig7_v10ftsec,2026-05-28,v=10ft/s=3.05m/s; high-pressure; P unknown; direct ONB measurement
bergles1964,water,tube_circular,12.1,2920.0,-1.0,-1.0,-1,-1.0,ss_tube,4755602.333018796,3.9371067327822336,fig7_v10ftsec,2026-05-28,v=10ft/s=3.05m/s; high-pressure; P unknown; direct ONB measurement
bergles1964,water,tube_circular,12.1,2920.0,-1.0,-1.0,-1,-1.0,ss_tube,5076026.234508106,4.175311822788358,fig7_v10ftsec,2026-05-28,v=10ft/s=3.05m/s; high-pressure; P unknown; direct ONB measurement
bergles1964,water,tube_circular,12.1,2920.0,-1.0,-1.0,-1,-1.0,ss_tube,5737638.038353462,4.3095017919659675,fig7_v10ftsec,2026-05-28,v=10ft/s=3.05m/s; high-pressure; P unknown; direct ONB measurement
bergles1964,water,tube_circular,12.1,5840.0,-1.0,-1.0,-1,-1.0,ss_tube,4322811.8782122545,2.0605003327176252,fig7_v20ftsec,2026-05-28,v=20ft/s=6.10m/s; high-pressure; P unknown; direct ONB measurement
bergles1964,water,tube_circular,12.1,5840.0,-1.0,-1.0,-1,-1.0,ss_tube,4969202.257256512,3.1645120553055763,fig7_v20ftsec,2026-05-28,v=20ft/s=6.10m/s; high-pressure; P unknown; direct ONB measurement
bergles1964,water,tube_circular,12.1,5840.0,-1.0,-1.0,-1,-1.0,ss_tube,5444982.401397416,4.395411519588073,fig7_v20ftsec,2026-05-28,v=20ft/s=6.10m/s; high-pressure; P unknown; direct ONB measurement
bergles1964,water,tube_circular,12.1,5840.0,-1.0,-1.0,-1,-1.0,ss_tube,5582738.939607852,4.405973917698968,fig7_v20ftsec,2026-05-28,v=20ft/s=6.10m/s; high-pressure; P unknown; direct ONB measurement
bergles1964,water,tube_circular,12.1,5840.0,-1.0,-1.0,-1,-1.0,ss_tube,6033285.348053194,4.592864627566859,fig7_v20ftsec,2026-05-28,v=20ft/s=6.10m/s; high-pressure; P unknown; direct ONB measurement
bergles1964,water,tube_circular,12.1,5840.0,-1.0,-1.0,-1,-1.0,ss_tube,6356254.132288894,4.308561573672552,fig7_v20ftsec,2026-05-28,v=20ft/s=6.10m/s; high-pressure; P unknown; direct ONB measurement
bergles1964,water,tube_circular,12.1,5840.0,-1.0,-1.0,-1,-1.0,ss_tube,6406322.189569947,4.648958154480317,fig7_v20ftsec,2026-05-28,v=20ft/s=6.10m/s; high-pressure; P unknown; direct ONB measurement
bergles1964,water,tube_circular,12.1,5840.0,-1.0,-1.0,-1,-1.0,ss_tube,6636086.646202381,4.930546954896604,fig7_v20ftsec,2026-05-28,v=20ft/s=6.10m/s; high-pressure; P unknown; direct ONB measurement
bergles1964,water,tube_circular,12.1,5840.0,-1.0,-1.0,-1,-1.0,ss_tube,6978586.835818382,5.345768232004252,fig7_v20ftsec,2026-05-28,v=20ft/s=6.10m/s; high-pressure; P unknown; direct ONB measurement
bergles1964,water,tube_circular,12.1,5840.0,-1.0,-1.0,-1,-1.0,ss_tube,7392095.5093787825,5.491327986885384,fig7_v20ftsec,2026-05-28,v=20ft/s=6.10m/s; high-pressure; P unknown; direct ONB measurement
bergles1964,water,tube_circular,12.1,5840.0,-1.0,-1.0,-1,-1.0,ss_tube,7963369.867332758,4.952874935416797,fig7_v20ftsec,2026-05-28,v=20ft/s=6.10m/s; high-pressure; P unknown; direct ONB measurement
bergles1964,water,tube_circular,12.1,8760.0,-1.0,-1.0,-1,-1.0,ss_tube,5822042.095287473,2.32223828367442,fig7_v30ftsec,2026-05-28,v=30ft/s=9.14m/s; high-pressure; P unknown; direct ONB measurement
bergles1964,water,tube_circular,12.1,8760.0,-1.0,-1.0,-1,-1.0,ss_tube,5868974.537007072,2.6060214944769573,fig7_v30ftsec,2026-05-28,v=30ft/s=9.14m/s; high-pressure; P unknown; direct ONB measurement
bergles1964,water,tube_circular,12.1,8760.0,-1.0,-1.0,-1,-1.0,ss_tube,6441685.230147676,3.033562945216198,fig7_v30ftsec,2026-05-28,v=30ft/s=9.14m/s; high-pressure; P unknown; direct ONB measurement
bergles1964,water,tube_circular,12.1,8760.0,-1.0,-1.0,-1,-1.0,ss_tube,7564239.793541428,3.609566575431969,fig7_v30ftsec,2026-05-28,v=30ft/s=9.14m/s; high-pressure; P unknown; direct ONB measurement
bergles1964,water,tube_circular,12.1,8760.0,-1.0,-1.0,-1,-1.0,ss_tube,8092521.880842154,3.6715639728932605,fig7_v30ftsec,2026-05-28,v=30ft/s=9.14m/s; high-pressure; P unknown; direct ONB measurement
bergles1964,water,tube_circular,12.1,8760.0,-1.0,-1.0,-1,-1.0,ss_tube,8659379.97225298,3.8936823207472826,fig7_v30ftsec,2026-05-28,v=30ft/s=9.14m/s; high-pressure; P unknown; direct ONB measurement
bergles1964,water,tube_circular,12.1,8760.0,-1.0,-1.0,-1,-1.0,ss_tube,7916457.984064526,4.0702640628587075,fig7_v30ftsec,2026-05-28,v=30ft/s=9.14m/s; high-pressure; P unknown; direct ONB measurement
bergles1964,water,tube_circular,12.1,8760.0,-1.0,-1.0,-1,-1.0,ss_tube,7627742.300477059,4.349361957699125,fig7_v30ftsec,2026-05-28,v=30ft/s=9.14m/s; high-pressure; P unknown; direct ONB measurement
bergles1964,water,tube_circular,12.1,8760.0,-1.0,-1.0,-1,-1.0,ss_tube,9409593.004284345,4.499334691662121,fig7_v30ftsec,2026-05-28,v=30ft/s=9.14m/s; high-pressure; P unknown; direct ONB measurement
bergles1964,water,tube_circular,12.1,8760.0,-1.0,-1.0,-1,-1.0,ss_tube,9094076.61018749,5.408696274480672,fig7_v30ftsec,2026-05-28,v=30ft/s=9.14m/s; high-pressure; P unknown; direct ONB measurement
bergles1964,water,tube_circular,12.1,4409.0,220.0,-1.0,-1,-1.0,ss_tube,-1.0,-1.0,fig9_v15p1ftsec,2026-05-28,ONB_NOT_FOUND: ONB below x_min=14.0K; curve fully in nucleate regime; n_pts=12; v=15.1ft/s=4.60m/s; P=32psia=220kPa
bergles1964,water,tube_circular,12.1,1315.0,220.0,-1.0,-1,-1.0,ss_tube,5461312.30802475,24.11761856327548,fig9_v4p5ftsec,2026-05-28,ONB from boiling curve (threshold=1.20); n_pts=7; v=4.5ft/s=1.37m/s; P=32psia=220kPa
bergles1964,water,tube_circular,12.1,2541.0,220.0,-1.0,-1,-1.0,ss_tube,8552614.702363443,30.579154587047853,fig9_v8p7ftsec,2026-05-28,ONB from boiling curve (threshold=1.20); n_pts=15; v=8.7ft/s=2.65m/s; P=32psia=220kPa
forrest2016,water,narrow_channel,3.92,750.0,-1.0,-1.0,-1,-1.0,ss_clean,287878.7878787879,18.878328213005624,fig4,2026-05-28,ONB from boiling curve; G=750 kg/m²s; T_in=80°C; TC=TC10; n_pts=12
forrest2016,water,narrow_channel,3.92,750.0,-1.0,-1.0,-1,-1.0,ss_clean,244242.42424242425,14.438236047107004,fig4,2026-05-28,ONB from boiling curve; G=750 kg/m²s; T_in=80°C; TC=TC13; n_pts=12
forrest2016,water,narrow_channel,3.92,750.0,-1.0,-1.0,-1,-1.0,ss_clean,263636.36363636365,13.046274961597533,fig4,2026-05-28,ONB from boiling curve; G=750 kg/m²s; T_in=80°C; TC=TC9; n_pts=11
forrest2016,water,narrow_channel,3.92,736.9873817034702,-1.0,25.0,-1,-1.0,unknown,256379.8219584569,-1.0,fig7,2026-05-28,direct ONB; G from x-axis; Forrest2016_fig07_Tsub25_wpd
forrest2016,water,narrow_channel,3.92,1485.0157728706629,-1.0,25.0,-1,-1.0,unknown,377448.07121661736,-1.0,fig7,2026-05-28,direct ONB; G from x-axis; Forrest2016_fig07_Tsub25_wpd
forrest2016,water,narrow_channel,3.92,2222.003154574133,-1.0,25.0,-1,-1.0,unknown,580415.4302670624,-1.0,fig7,2026-05-28,direct ONB; G from x-axis; Forrest2016_fig07_Tsub25_wpd
forrest2016,water,narrow_channel,3.92,2967.271293375394,-1.0,25.0,-1,-1.0,unknown,710385.7566765579,-1.0,fig7,2026-05-28,direct ONB; G from x-axis; Forrest2016_fig07_Tsub25_wpd
forrest2016,water,narrow_channel,3.92,750.7886435331231,-1.0,40.0,-1,-1.0,unknown,318694.36201780423,-1.0,fig7,2026-05-28,direct ONB; G from x-axis; Forrest2016_fig07_Tsub40_wpd
forrest2016,water,narrow_channel,3.92,1509.858044164038,-1.0,40.0,-1,-1.0,unknown,601780.4154302671,-1.0,fig7,2026-05-28,direct ONB; G from x-axis; Forrest2016_fig07_Tsub40_wpd
forrest2016,water,narrow_channel,3.92,2246.8454258675083,-1.0,40.0,-1,-1.0,unknown,845697.3293768547,-1.0,fig7,2026-05-28,direct ONB; G from x-axis; Forrest2016_fig07_Tsub40_wpd
forrest2016,water,narrow_channel,3.92,3000.394321766562,-1.0,40.0,-1,-1.0,unknown,1037982.1958456971,-1.0,fig7,2026-05-28,direct ONB; G from x-axis; Forrest2016_fig07_Tsub40_wpd
forrest2016,water,narrow_channel,3.92,735.3184449958642,-1.0,-1.0,-1,-1.0,ss_clean,243986.2542955326,-1.0,fig8,2026-05-28,direct ONB; G from x-axis; Forrest2016_fig08_Norm_wpd
forrest2016,water,narrow_channel,3.92,1490.9015715467326,-1.0,-1.0,-1,-1.0,ss_clean,365979.38144329895,-1.0,fig8,2026-05-28,direct ONB; G from x-axis; Forrest2016_fig08_Norm_wpd
forrest2016,water,narrow_channel,3.92,2223.32506203474,-1.0,-1.0,-1,-1.0,ss_clean,556701.030927835,-1.0,fig8,2026-05-28,direct ONB; G from x-axis; Forrest2016_fig08_Norm_wpd
forrest2016,water,narrow_channel,3.92,2973.1182795698924,-1.0,-1.0,-1,-1.0,ss_clean,671821.3058419244,-1.0,fig8,2026-05-28,direct ONB; G from x-axis; Forrest2016_fig08_Norm_wpd
forrest2016,water,narrow_channel,3.92,746.8982630272953,-1.0,-1.0,-1,-1.0,ss_oxidized,357388.3161512027,-1.0,fig8,2026-05-28,direct ONB; G from x-axis; Forrest2016_fig08_Oxi_wpd
forrest2016,water,narrow_channel,3.92,1490.9015715467326,-1.0,-1.0,-1,-1.0,ss_oxidized,455326.4604810998,-1.0,fig8,2026-05-28,direct ONB; G from x-axis; Forrest2016_fig08_Oxi_wpd
